age,job,marital,edu,social,race,position,county,country,salary
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Not-in-family\"","\" White\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" <=50K\""
19,"\" Private\"","\" Never-married\"","\" HS-grad\"","\" Own-child\"","\" White\"","\" Sales\"",50,"\" United-States\"","\" <=50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",50,"\" United-States\"","\" >50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Adm-clerical\"",50,"\" United-States\"","\" >50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" <=50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" <=50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Wife\"","\" Black\"","\" Machine-op-inspct\"",40,"\" United-States\"","\" >50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Other-service\"",40,"\" United-States\"","\" >50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Machine-op-inspct\"",50,"\" United-States\"","\" >50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Transport-moving\"",35,"\" United-States\"","\" <=50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Handlers-cleaners\"",40,"\" ?\"","\" <=50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Sales\"",40,"\" United-States\"","\" >50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Adm-clerical\"",38,"\" United-States\"","\" <=50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" Black\"","\" Craft-repair\"",40,"\" United-States\"","\" <=50K\""
47,"\" Private\"","\" Married-civ-spouse\"","\" HS-grad\"","\" Husband\"","\" White\"","\" Craft-repair\"",48,"\" United-States\"","\" <=50K\""
