AGE	JOB	MARITAL_STATUS	EDU	social	race	sex	position	county	country	salary
51	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	43	 United-States	 <=50K
50	 Private	 Divorced	 11th	 Not-in-family	 Black	 Female	 Other-service	40	 United-States	 <=50K
25	 Private	 Married-civ-spouse	 Masters	 Not-in-family	 White	 Male	 Farming-fishing	99	 United-States	 >50K
20	 Private	 Never-married	 Assoc-voc	 Not-in-family	 White	 Male	 Other-service	30	 United-States	 <=50K
47	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Other-service	40	 United-States	 <=50K
58	 ?	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 ?	40	 United-States	 >50K
22	 Private	 Never-married	 Assoc-voc	 Own-child	 White	 Female	 Adm-clerical	30	 United-States	 <=50K
50	 State-gov	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Prof-specialty	48	 United-States	 >50K
47	 Private	 Never-married	 HS-grad	 Unmarried	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
24	 Local-gov	 Never-married	 11th	 Not-in-family	 Asian-Pac-Islander	 Male	 Other-service	45	 United-States	 <=50K
50	 ?	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 ?	40	 United-States	 >50K
40	 Private	 Divorced	 Bachelors	 Not-in-family	 White	 Female	 Exec-managerial	45	 United-States	 >50K
36	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 <=50K
32	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
44	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
51	 ?	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 ?	40	 United-States	 <=50K
59	 Federal-gov	 Never-married	 Some-college	 Own-child	 Black	 Female	 Exec-managerial	40	 United-States	 <=50K
65	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	30	 United-States	 <=50K
24	 State-gov	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Adm-clerical	65	 United-States	 <=50K
27	 Local-gov	 Never-married	 Bachelors	 Own-child	 White	 Male	 Prof-specialty	35	 United-States	 <=50K
51	 Private	 Divorced	 Assoc-voc	 Not-in-family	 White	 Male	 Other-service	40	 United-States	 <=50K
48	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	40	 United-States	 >50K
39	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	60	 United-States	 <=50K
28	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Tech-support	40	 United-States	 <=50K
19	 Private	 Never-married	 Some-college	 Own-child	 White	 Female	 Other-service	25	 United-States	 <=50K
49	 Local-gov	 Divorced	 Bachelors	 Not-in-family	 Black	 Female	 Prof-specialty	40	 United-States	 <=50K
51	 Local-gov	 Married-civ-spouse	 Assoc-acdm	 Husband	 White	 Male	 Prof-specialty	60	 United-States	 <=50K
59	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Prof-specialty	55	 United-States	 <=50K
18	 Private	 Never-married	 HS-grad	 Own-child	 White	 Female	 Machine-op-inspct	40	 Dominican-Republic	 <=50K
50	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 ?	 <=50K
45	 Federal-gov	 Married-civ-spouse	 HS-grad	 Husband	 Black	 Male	 Adm-clerical	80	 United-States	 >50K
30	 Local-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	50	 United-States	 >50K
37	 Private	 Divorced	 Bachelors	 Not-in-family	 White	 Male	 Craft-repair	35	 United-States	 <=50K
44	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Other-service	40	 United-States	 >50K
33	 Private	 Married-civ-spouse	 Some-college	 Husband	 Black	 Male	 Craft-repair	40	 United-States	 <=50K
61	 Self-emp-inc	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Sales	40	 United-States	 >50K
61	 Local-gov	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Protective-serv	40	 United-States	 <=50K
38	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	42	 United-States	 >50K
22	 ?	 Never-married	 Some-college	 Own-child	 White	 Male	 ?	30	 United-States	 <=50K
36	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Machine-op-inspct	45	 United-States	 <=50K
44	 Self-emp-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Sales	60	 United-States	 >50K
37	 Private	 Separated	 Some-college	 Own-child	 White	 Male	 Adm-clerical	62	 United-States	 <=50K
31	 Private	 Divorced	 Some-college	 Unmarried	 White	 Female	 Craft-repair	20	 United-States	 <=50K
54	 Private	 Married-civ-spouse	 Doctorate	 Husband	 White	 Male	 Prof-specialty	45	 United-States	 >50K
20	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Other-service	16	 United-States	 <=50K
63	 ?	 Widowed	 Bachelors	 Not-in-family	 White	 Female	 ?	40	 United-States	 >50K
48	 Self-emp-not-inc	 Married-civ-spouse	 Some-college	 Husband	 Amer-Indian-Eskimo	 Male	 Craft-repair	40	 United-States	 >50K
33	 ?	 Divorced	 HS-grad	 Not-in-family	 Asian-Pac-Islander	 Female	 ?	41	 China	 <=50K
31	 Private	 Divorced	 Bachelors	 Not-in-family	 White	 Male	 Exec-managerial	45	 United-States	 <=50K
38	 Private	 Married-civ-spouse	 Prof-school	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
45	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 >50K
48	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
53	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
55	 Private	 Widowed	 HS-grad	 Own-child	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
38	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Transport-moving	72	 ?	 >50K
29	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
36	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	60	 United-States	 >50K
42	 Self-emp-not-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Farming-fishing	60	 United-States	 <=50K
50	 Private	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Adm-clerical	40	 England	 <=50K
75	 Self-emp-not-inc	 Married-civ-spouse	 Prof-school	 Husband	 White	 Male	 Prof-specialty	35	 United-States	 <=50K
46	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
52	 Federal-gov	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
27	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
43	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	45	 United-States	 <=50K
31	 Private	 Separated	 11th	 Not-in-family	 Black	 Female	 Other-service	42	 United-States	 <=50K
23	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Sales	30	 United-States	 <=50K
34	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Sales	24	 United-States	 <=50K
41	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Other-relative	 White	 Female	 Sales	40	 Cuba	 <=50K
31	 Private	 Never-married	 HS-grad	 Own-child	 White	 Female	 Other-service	30	 United-States	 <=50K
42	 Private	 Never-married	 Some-college	 Own-child	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
35	 Private	 Never-married	 Masters	 Not-in-family	 White	 Male	 Prof-specialty	45	 United-States	 >50K
55	 Private	 Separated	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	25	 United-States	 <=50K
36	 State-gov	 Widowed	 HS-grad	 Not-in-family	 White	 Female	 Exec-managerial	40	 United-States	 <=50K
65	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	59	 United-States	 >50K
38	 Local-gov	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Other-service	12	 United-States	 <=50K
62	 Private	 Widowed	 Some-college	 Not-in-family	 White	 Female	 Other-service	20	 United-States	 <=50K
54	 Self-emp-inc	 Married-civ-spouse	 Prof-school	 Husband	 White	 Male	 Prof-specialty	60	 United-States	 >50K
49	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
34	 Private	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
32	 Private	 Never-married	 HS-grad	 Own-child	 White	 Female	 Handlers-cleaners	40	 United-States	 <=50K
51	 Self-emp-inc	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Exec-managerial	50	 United-States	 >50K
48	 Self-emp-not-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 <=50K
30	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Adm-clerical	40	 ?	 <=50K
52	 Federal-gov	 Divorced	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	43	 United-States	 <=50K
28	 Self-emp-not-inc	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Transport-moving	40	 United-States	 <=50K
29	 Private	 Married-civ-spouse	 HS-grad	 Husband	 Asian-Pac-Islander	 Male	 Craft-repair	40	 United-States	 <=50K
38	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Adm-clerical	50	 United-States	 <=50K
57	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Sales	50	 United-States	 >50K
43	 Federal-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
37	 State-gov	 Separated	 Some-college	 Not-in-family	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
30	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
53	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	48	 United-States	 >50K
69	 ?	 Widowed	 Assoc-voc	 Not-in-family	 White	 Female	 ?	1	 United-States	 <=50K
73	 Private	 Widowed	 HS-grad	 Not-in-family	 White	 Female	 Other-service	37	 United-States	 <=50K
22	 Self-emp-inc	 Never-married	 Some-college	 Own-child	 White	 Male	 Craft-repair	35	 United-States	 <=50K
31	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Sales	45	 United-States	 <=50K
38	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
50	 Self-emp-not-inc	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	35	 United-States	 <=50K
37	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Adm-clerical	37	 United-States	 <=50K
44	 Local-gov	 Divorced	 Bachelors	 Not-in-family	 White	 Male	 Protective-serv	40	 United-States	 <=50K
47	 Private	 Never-married	 Bachelors	 Unmarried	 Black	 Female	 Exec-managerial	45	 United-States	 <=50K
27	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Other-service	40	 United-States	 <=50K
28	 Private	 Never-married	 Assoc-acdm	 Not-in-family	 White	 Female	 Other-service	80	 United-States	 <=50K
25	 Private	 Never-married	 HS-grad	 Not-in-family	 Black	 Female	 Tech-support	40	 United-States	 <=50K
20	 Private	 Never-married	 Some-college	 Unmarried	 White	 Female	 Other-service	40	 United-States	 <=50K
51	 Local-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Adm-clerical	40	 United-States	 >50K
46	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	40	 United-States	 >50K
67	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Protective-serv	7	 United-States	 >50K
47	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	35	 United-States	 <=50K
42	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Sales	40	 United-States	 <=50K
52	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Sales	50	 United-States	 <=50K
42	 Federal-gov	 Divorced	 Assoc-acdm	 Unmarried	 Asian-Pac-Islander	 Female	 Prof-specialty	40	 Philippines	 >50K
65	 ?	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 ?	40	 United-States	 >50K
21	 Private	 Never-married	 Some-college	 Own-child	 Black	 Male	 Farming-fishing	10	 United-States	 <=50K
50	 Private	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Adm-clerical	40	 United-States	 >50K
46	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Transport-moving	40	 United-States	 <=50K
47	 Self-emp-not-inc	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	50	 United-States	 >50K
57	 Private	 Married-civ-spouse	 10th	 Husband	 White	 Male	 Other-service	40	 United-States	 <=50K
37	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Exec-managerial	45	 United-States	 <=50K
50	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
58	 ?	 Married-civ-spouse	 12th	 Husband	 White	 Male	 ?	40	 United-States	 <=50K
63	 Self-emp-not-inc	 Widowed	 1st-4th	 Unmarried	 White	 Female	 Other-service	30	 El-Salvador	 <=50K
39	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	65	 United-States	 <=50K
46	 Private	 Married-civ-spouse	 Masters	 Husband	 Black	 Male	 Prof-specialty	35	 United-States	 <=50K
36	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
26	 Private	 Married-civ-spouse	 5th-6th	 Husband	 White	 Male	 Craft-repair	50	 United-States	 <=50K
21	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Other-service	57	 United-States	 <=50K
41	 Private	 Married-civ-spouse	 Assoc-acdm	 Husband	 White	 Male	 Tech-support	40	 United-States	 <=50K
44	 Local-gov	 Never-married	 Some-college	 Own-child	 Black	 Male	 Other-service	40	 United-States	 <=50K
22	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
29	 Federal-gov	 Never-married	 Some-college	 Not-in-family	 Black	 Male	 Armed-Forces	60	 United-States	 <=50K
29	 Private	 Never-married	 HS-grad	 Unmarried	 Black	 Female	 Other-service	40	 Japan	 <=50K
58	 Self-emp-inc	 Married-civ-spouse	 Some-college	 Wife	 White	 Female	 Transport-moving	40	 United-States	 >50K
36	 Self-emp-not-inc	 Married-civ-spouse	 Prof-school	 Husband	 White	 Male	 Prof-specialty	50	 United-States	 <=50K
30	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Exec-managerial	48	 United-States	 <=50K
37	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Machine-op-inspct	43	 United-States	 >50K
29	 Private	 Never-married	 Assoc-voc	 Not-in-family	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
26	 Private	 Never-married	 5th-6th	 Own-child	 White	 Female	 Adm-clerical	40	 Mexico	 <=50K
43	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Sales	45	 United-States	 <=50K
49	 Private	 Married-civ-spouse	 HS-grad	 Wife	 White	 Female	 Craft-repair	40	 United-States	 >50K
45	 Federal-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
28	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
20	 ?	 Never-married	 Some-college	 Not-in-family	 White	 Female	 ?	25	 United-States	 <=50K
51	 Private	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
32	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Handlers-cleaners	50	 Canada	 >50K
24	 Private	 Never-married	 HS-grad	 Own-child	 White	 Female	 Machine-op-inspct	40	 United-States	 <=50K
35	 Private	 Married-civ-spouse	 Doctorate	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
35	 ?	 Never-married	 Assoc-acdm	 Not-in-family	 White	 Male	 ?	55	 United-States	 <=50K
41	 State-gov	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
48	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Craft-repair	45	 United-States	 >50K
61	 Local-gov	 Widowed	 HS-grad	 Unmarried	 White	 Female	 Adm-clerical	35	 United-States	 <=50K
20	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Adm-clerical	30	 United-States	 <=50K
27	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Sales	50	 United-States	 >50K
55	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Transport-moving	24	 United-States	 >50K
39	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Adm-clerical	40	 United-States	 >50K
17	 ?	 Never-married	 10th	 Own-child	 White	 Male	 ?	20	 United-States	 <=50K
47	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Handlers-cleaners	40	 ?	 <=50K
52	 Private	 Widowed	 HS-grad	 Unmarried	 Asian-Pac-Islander	 Female	 Other-service	40	 India	 >50K
24	 Private	 Never-married	 HS-grad	 Own-child	 Black	 Female	 Sales	20	 United-States	 <=50K
29	 Private	 Never-married	 11th	 Unmarried	 Black	 Female	 Other-service	40	 United-States	 <=50K
25	 Private	 Never-married	 HS-grad	 Other-relative	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
20	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Machine-op-inspct	40	 United-States	 <=50K
23	 Private	 Never-married	 HS-grad	 Not-in-family	 Black	 Male	 Machine-op-inspct	35	 United-States	 <=50K
57	 Private	 Married-civ-spouse	 Prof-school	 Husband	 White	 Male	 Prof-specialty	60	 United-States	 <=50K
51	 Private	 Married-civ-spouse	 Assoc-voc	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
33	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Female	 Prof-specialty	16	 United-States	 <=50K
39	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Prof-specialty	40	 United-States	 <=50K
40	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 >50K
71	 Private	 Divorced	 Bachelors	 Own-child	 White	 Female	 Tech-support	16	 United-States	 <=50K
38	 State-gov	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Exec-managerial	40	 United-States	 <=50K
28	 State-gov	 Never-married	 Prof-school	 Unmarried	 White	 Male	 Prof-specialty	40	 United-States	 <=50K
57	 Private	 Married-spouse-absent	 Masters	 Not-in-family	 White	 Female	 Prof-specialty	40	 United-States	 <=50K
47	 Private	 Divorced	 Some-college	 Not-in-family	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
59	 State-gov	 Never-married	 HS-grad	 Own-child	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
26	 Private	 Never-married	 HS-grad	 Not-in-family	 Other	 Male	 Sales	40	 United-States	 <=50K
35	 Private	 Never-married	 Bachelors	 Own-child	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
61	 Self-emp-inc	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Exec-managerial	50	 Germany	 >50K
17	 ?	 Never-married	 11th	 Own-child	 White	 Female	 ?	30	 United-States	 <=50K
36	 Private	 Married-civ-spouse	 Bachelors	 Husband	 Asian-Pac-Islander	 Male	 Exec-managerial	60	 ?	 >50K
62	 ?	 Married-civ-spouse	 7th-8th	 Husband	 White	 Male	 ?	50	 United-States	 <=50K
34	 Private	 Never-married	 Some-college	 Not-in-family	 White	 Male	 Prof-specialty	50	 United-States	 >50K
32	 Self-emp-inc	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Craft-repair	50	 United-States	 >50K
42	 Private	 Separated	 HS-grad	 Own-child	 White	 Female	 Sales	40	 United-States	 <=50K
39	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Craft-repair	40	 United-States	 <=50K
58	 Private	 Divorced	 5th-6th	 Not-in-family	 Black	 Male	 Machine-op-inspct	40	 United-States	 <=50K
61	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Farming-fishing	60	 United-States	 >50K
40	 Private	 Never-married	 10th	 Other-relative	 Black	 Male	 Craft-repair	55	 United-States	 <=50K
31	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Tech-support	37	 United-States	 <=50K
36	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Sales	50	 United-States	 <=50K
23	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Machine-op-inspct	40	 United-States	 <=50K
33	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Male	 Craft-repair	41	 United-States	 <=50K
52	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	40	 United-States	 >50K
22	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Other-service	24	 United-States	 <=50K
51	 Private	 Divorced	 Some-college	 Unmarried	 White	 Female	 Sales	40	 Italy	 <=50K
31	 Federal-gov	 Never-married	 Assoc-voc	 Not-in-family	 White	 Female	 Exec-managerial	40	 United-States	 <=50K
49	 Self-emp-inc	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Exec-managerial	40	 United-States	 <=50K
49	 Private	 Married-civ-spouse	 HS-grad	 Wife	 Black	 Female	 Machine-op-inspct	40	 United-States	 <=50K
53	 Federal-gov	 Widowed	 Some-college	 Not-in-family	 Black	 Female	 Adm-clerical	40	 United-States	 <=50K
52	 Private	 Married-civ-spouse	 HS-grad	 Husband	 Asian-Pac-Islander	 Male	 Exec-managerial	40	 Japan	 >50K
20	 Private	 Never-married	 10th	 Own-child	 White	 Male	 Handlers-cleaners	40	 United-States	 <=50K
26	 Private	 Never-married	 Assoc-acdm	 Own-child	 Black	 Male	 Other-service	40	 United-States	 <=50K
61	 ?	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 ?	6	 United-States	 <=50K
43	 Private	 Never-married	 Masters	 Not-in-family	 White	 Female	 Other-service	30	 Poland	 <=50K
46	 Self-emp-inc	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Sales	52	 United-States	 <=50K
43	 Local-gov	 Never-married	 Assoc-voc	 Not-in-family	 White	 Female	 Adm-clerical	35	 United-States	 <=50K
41	 Private	 Divorced	 HS-grad	 Unmarried	 Black	 Female	 Sales	40	 United-States	 <=50K
44	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	55	 United-States	 <=50K
54	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Farming-fishing	40	 United-States	 <=50K
65	 Private	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Sales	40	 United-States	 >50K
32	 Private	 Divorced	 Bachelors	 Unmarried	 White	 Female	 Exec-managerial	40	 Canada	 <=50K
25	 Private	 Separated	 Some-college	 Own-child	 White	 Male	 Adm-clerical	40	 United-States	 <=50K
23	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Sales	50	 United-States	 <=50K
25	 Local-gov	 Never-married	 Bachelors	 Not-in-family	 White	 Male	 Prof-specialty	45	 United-States	 <=50K
19	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Handlers-cleaners	50	 United-States	 <=50K
37	 Self-emp-not-inc	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 <=50K
45	 Private	 Never-married	 Some-college	 Own-child	 White	 Male	 Machine-op-inspct	45	 United-States	 <=50K
37	 Private	 Never-married	 HS-grad	 Not-in-family	 Black	 Male	 Sales	44	 United-States	 <=50K
40	 Self-emp-not-inc	 Divorced	 Some-college	 Other-relative	 White	 Male	 Exec-managerial	70	 Iran	 >50K
19	 ?	 Never-married	 Some-college	 Own-child	 White	 Male	 ?	40	 United-States	 <=50K
17	 Private	 Never-married	 11th	 Own-child	 White	 Male	 Other-service	5	 United-States	 <=50K
27	 Private	 Never-married	 Bachelors	 Not-in-family	 White	 Female	 Tech-support	40	 United-States	 <=50K
40	 Local-gov	 Married-civ-spouse	 7th-8th	 Husband	 Black	 Male	 Craft-repair	40	 ?	 >50K
59	 Private	 Divorced	 HS-grad	 Unmarried	 White	 Female	 Sales	30	 United-States	 <=50K
19	 Federal-gov	 Never-married	 HS-grad	 Unmarried	 Black	 Female	 Adm-clerical	40	 United-States	 <=50K
43	 Private	 Never-married	 10th	 Not-in-family	 Black	 Male	 Machine-op-inspct	40	 United-States	 <=50K
42	 Private	 Never-married	 10th	 Unmarried	 White	 Male	 Transport-moving	40	 United-States	 >50K
54	 Private	 Married-civ-spouse	 HS-grad	 Husband	 Black	 Male	 Transport-moving	40	 United-States	 <=50K
54	 Self-emp-not-inc	 Married-civ-spouse	 Masters	 Husband	 White	 Male	 Sales	50	 United-States	 <=50K
51	 Private	 Married-civ-spouse	 10th	 Husband	 White	 Male	 Handlers-cleaners	45	 United-States	 <=50K
50	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	60	 United-States	 >50K
40	 Private	 Never-married	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
55	 Private	 Married-civ-spouse	 Assoc-acdm	 Husband	 White	 Male	 Tech-support	25	 United-States	 <=50K
50	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Female	 Adm-clerical	40	 United-States	 <=50K
31	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Craft-repair	50	 United-States	 <=50K
42	 ?	 Divorced	 HS-grad	 Unmarried	 Black	 Female	 ?	32	 United-States	 <=50K
24	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Other-service	45	 United-States	 >50K
30	 Private	 Divorced	 11th	 Own-child	 White	 Male	 Sales	40	 United-States	 <=50K
39	 Local-gov	 Married-civ-spouse	 Assoc-acdm	 Wife	 White	 Female	 Craft-repair	50	 United-States	 >50K
37	 Private	 Divorced	 HS-grad	 Not-in-family	 White	 Male	 Transport-moving	50	 United-States	 <=50K
33	 Private	 Married-civ-spouse	 HS-grad	 Husband	 White	 Male	 Transport-moving	40	 United-States	 <=50K
48	 Private	 Widowed	 HS-grad	 Unmarried	 White	 Female	 Other-service	40	 United-States	 <=50K
43	 Self-emp-inc	 Married-civ-spouse	 HS-grad	 Husband	 Asian-Pac-Islander	 Male	 Other-service	78	 Thailand	 <=50K
39	 Private	 Married-civ-spouse	 Bachelors	 Husband	 White	 Male	 Prof-specialty	40	 United-States	 >50K
53	 Private	 Married-civ-spouse	 Some-college	 Husband	 White	 Male	 Exec-managerial	45	 United-States	 >50K
52	 Self-emp-not-inc	 Married-civ-spouse	 10th	 Husband	 White	 Male	 Exec-managerial	60	 United-States	 <=50K
28	 State-gov	 Married-civ-spouse	 Some-college	 Husband	 Asian-Pac-Islander	 Male	 Adm-clerical	20	 United-States	 <=50K
